Label,Tweet
1,@tarunarora91 @thetanmay Aagya tatti ka bhai...teri shakal usey bhi gandi h\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae
1,BOMBAY SE AYI MUJHE TATTI
1,@ashutosh83B sale tu mogu ki tatti khata hai.. swad kaisa hai uska?
1,@BilalNasirKhan1 @AnubhavMondal96 @aakifsiddiqui @MazherArshad Chutiye 14 Million Porkis Open mein tatti karte hai\xe1\x80\xa6 https://t.co/Qz803oC4xh
1,RT @MissusPokerFace: Tatti movie- Fukrey Returns! \xf0\x9f\x98\x93
0,Firing up my engine for the first time after an oil change always scares the living hell out of me \xf0\x9f\x98\xac
1,@Beingdaring1 @mannkakhiladi @_EternalSalman_ Chal is baat me tu Zaira waseem ki Tatti kha le hutiye...WARNA ek baa\xe1\x80\xa6 https://t.co/AyEdxdA7j3
1,@SanjayAzadSln Abe chupp lode jyada tatti na faila Twitter pe
1,"RT @DareToPritam: Maut, tatti aur Mumbai mein traffic kabhi bhi, kahin bhi, kisi ko bhi aa sakti hai."
1,@SGanguly99 @imVkohli @AnushkaSharma Shukar hai aapne poora naam liya aur virushka nahi kaha... Virushka tatti sa lagta hai.
1,@Cool_rads @she_perfect17 @Sharma_aishu193 Tu kha le tatti \xf0\x9f\x98\x8d tum bhukhi hogi baby \xf0\x9f\x98\x9a\nDekh mai tera kitna khayal rakhta hun
1,@iAm_Dytto Tatti
1,"@mosham_sharma @jigneshmevani80 Bhajpa walo ko condom gin na,or tatti uthana kaam rah gya h,"
1,@SuPriyoBabul Sala itna tatti tweet kar ke bhi likes aur RTs mil rahe hai.
1,@AnnaerAnna Potty mouth is a good thing. It's said only the most intelligent of people swear.
1,@ZRanchLady When the other party continues the tirade a lady will turn away. I take my leave of the potty-mouthed woman.
1,Potty turns 17
1,RT @MilasVideos: 1 years old... almost potty trained... time to discuss career options https://t.co/RTBwgkyAFP
1,"@imalbertoalonso you know \xf0\x9f\x98\x9cI\xc1\xb4ve got a potty mouth, and I can tell you more synonims to that stuff , such as posteri\xe1\x80\xa6 https://t.co/NbvrinRbHm"
0,galer1enDay Potty Tell Phone Their: https://t.co/aT044Bsoik  Cloud-Native Continuous Integration/Delivery/Deploymen\xe1\x80\xa6 https://t.co/3LzeMyFiza
0,#Kids Potty Training: The 3 things you should NOT do https://t.co/1FOLCTWHkB
0,@BBCWomansHour how is outsourcing potty training any different from sending our children to school to learn.to read and write etc. Hmmm
0,"RT @Vednesday_: Guys, There\xe1\x80\x99re two Shih Tzu puppies for sale. \nNot vaccinated.\nPocket size. \nPotty trained \n45 days old. \nprice:3000 (Negot\xe1\x80\xa6"
1,Happy birthday potty \xf0\x9f\x91\x93\xf0\x9f\x91\x93 https://t.co/XFU7zHAJC5
0,Two things that need to be free world wide:\nSanitary towels\nNappies\nI can't help for the natural course my body goe\xe1\x80\xa6 https://t.co/0eXEXTXe7V
0,"Klean Paws Indoor Dog Potty, No Torn Potty Pads! Keep Paws Dry! Protect Floors! Easy\xe1\x80\xa6 https://t.co/C9bgQFEGtm https://t.co/6uSlEJAvoL"
0,https://t.co/MVhECULtSF https://t.co/R5J6UaUnw4
0,Thank goodness I planned on being awake in an hour but Murphy has decided to wake me up every hour on the hour to go potty
0,"RT @Scarlett_Allen: Why do British people LOVE to overshare, just had a woman tell me about her struggle with potty training her 3 year old\xe1\x80\xa6"
0,@Okbabyyt I can't wait for Levi's potty training and his morning routine I'm so excited ~~ YASS DO THIS MAMA \xf0\x9f\x98\x81\xf0\x9f\x98\x8d Levi is very very smart \xf0\x9f\x91\x95
1,RT @MirandaSings: RT if ur checking twitter while ur on the potty
1,RT @_Britt_Leighhh: 95. Parents.. EXCUSE MY POTTY MOUTH \nhttps://t.co/Mg6LIph4cy
1,"You bitches is my sons, go sit on the potty"
1,RT @virtualcry: 80) EXCUSE MY POTTY MOUTH https://t.co/f1QfvwDFdK
0,Potty trained my kittens last night and one of them(Skitty) got tired of being a cat. \xf0\x9f\x98\x81\xf0\x9f\x9a\xbd\xf0\x9f\x90\x88 https://t.co/qtfM8YcRIF
1,Pardon my potty mouth Palutena but WHAT in the FUCK
1,@ItsBraceArquiza Happy Birthday potty\xf0\x9f\x8e\x89 continue to share your talent and inspire everyone! just keep on rocking pot\xe1\x80\xa6 https://t.co/e6Ngvi0e9h
1,@martynparker The rest are potty lol
1,"Excuse my potty mouth , shut the fuck up"
1,Working on my potty mouth next year promise \xf0\x9f\xa4\xad\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe
1,RT @awstensparx: excuse my potty mouth.. SHUT THE FUCK UP
1,@OfficeOfRG Bahenchod 65 saal TK apni maa chudwa rahe the tum log
1,@DrGPradhan Bahenchod laal chaddi goons
1,MADARCHOD LOG \n\nBAHENCHOD LOG\n\nRAT KO MOTORBIKE ME SE PETROL \nCHURANE WALE LOG
1,@Bas1King \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c Acha reply diya ladkiya khe rahi Bahenchod jab itna normal hai to maal khe diya to kya galat Maal h\xe1\x80\xa6 https://t.co/6xbWS1cIlU
1,@akramtyagi @BSF_India @rajnathsingh @Uppolice @moradabadpolice @myogiadityanath Pata nahi aise sanghi kutte ko bha\xe1\x80\xa6 https://t.co/n1PLeOgW0v
1,@deep_tejani @BiggBossCritic1 Are Bhai Apne Bahen Ka Nhi Banaya Kya Uska Bhi Bana Ke Dalna Tha Na Bahenchod Naale Me Paida Hua Kya
1,"RT @The_Sonu_Gujjar: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De"
1,"@Robin_GoodX they don\'t know there is a word called ""BahenChod"""
0,RT @dilwala_SRK: @ISrkfanOnly @SRKsRider @SRKswarrior1 @being_tiger_ HNY k time pe 15000 kamaya tha maine..is baar payment nahi de rahe hai\xe1\x80\xa6
1,kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.
0,RT @is_enticing: chalo acha h tumhare dost tumhare birthday ka countdown kar rahe h.\nbut iska mtlb yeh thodi h ki uska ss le k tum story da\xe1\x80\xa6
1,@BiggBossNewz Ache Se Dekh Le Bahenchod https://t.co/1Smek5Fcl4
1,RT @mdawaisi91: Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING
1,@Mehreenansari95 @ColorsTV @JJROCKXX @eyehinakhan Yeh Dekho Bahenchod Ko Fake Id Chala Raha Hai
1,"Bahenchod this is the saddest thing, girl ready to do anything to help a guy sleep \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 https://t.co/3rd15Wf7QS"
1,RT @is_enticing: kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.
1,"@yuva_raj3091 @Ranidreams @ROMI13343316 Ye bahenchod, achhe khase Lund ko bekar karenge... itna bada risk le rahe hain..."
1,"@OfficeOfRG maadarchod tu dusaro ko chhod, tujhe gandhi family ka aisho-aaram mil raha hai. bahenchod dusaro ki fik\xe1\x80\xa6 https://t.co/JGPOSYKJXl"
1,"RT @Bakchod_Choro: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De"
1,@airtelindia bahenchod..\n Why getting lots of ad in your Wynk music app. Pure mood ki maa behen kr dete h ...
1,"@KenRoth U idiot, what d fuck ur fucking human rights watch z watching in Baluchistan? U motherfuckers shd close ur\xe1\x80\xa6 https://t.co/usrCp7pEat"
1,@behenchodabhay @sarita_beta @parvatikhan1 @shikhaask5 Bahenchod sale bra nahi mangege tere bahen ki chuchi masal k\xe1\x80\xa6 https://t.co/iQB05N44Qd
1,@BenafshaSoona Abe Bahenchod kuch To Sharam Kar San Be Dekha Hai \n\n#FixedWinnerShilpa
1,"Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De"
1,RT @lil_unsteady: Ladke wale: kya karti hai aapki beti?\nLadki k papa: Twitter par logo ko bahenchod bolkar gender equality me apna yogdan d\xe1\x80\xa6
1,Or koi gaali bhi nahi dega bahenchod\xf0\x9f\x98\x81 https://t.co/Zr3wbRywm3
1,Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING
1,@justinlouisbrad @beersbiebs Bahenchod. Aaukad mein rah.
1,@AvijitEmmi Bahenchod .... experienced lagte ho bhai bhot\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81
1,@vishalIncest Bahenchod sale bra nahi mangege tere bahen ki chuchi masal kar sAli ko ghutno par bithuga n kutiya ba\xe1\x80\xa6 https://t.co/l77siKqVIk
1,@sarojsaini69 madarchod sali Teri chut par Lund ragadhkar garam karke kutte se chodwaunga sali bahanchod
1,"@BinaKaheLunga nhi dikh raha, ab mandir kon banvayega bahanchod.. I'm angry"
1,@Adam31766111 @AshrafFem Tera bap ni h kya bahanchod
1,"@friendlii_ghost @Ruchhan Bjp ne kon sa PM bana rakha hai bahanchod unhe,"
1,"@priya_hhh bhosadi Teri chut KO apni Lund se marun, bahanchod sali"
1,"RT @ChootBrush: Batao bahanchod, kya gaand phaad logic hai https://t.co/m6NE8CORXG"
1,@VORdotcom Are madharchod tera baap delhi me jiska naam kejriwal hai usase baat kar bahanchod
1,"@bhojpuriyakiing @HERO____KiNG @TheShilpaShetty Bahanchod, ye phati choot kon hai"
1,@SirSunilShetty Vo bahanchod diggi ka sala lagta hai
1,@MalangRoudy @EkAurDoZ Ye janmotsav kitne mahine chalega behanchod.. \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1
1,"@OfficeOfRG  remember what u said in 1014 ..log mandiro me ladkiya chhedne jaate hai ,, sharm kar be pappu bahancho\xe1\x80\xa6 https://t.co/b6PSvWOT5D"
1,@khpiyumantha @Imdeepak_s @RusselArnold69 Oh Mr.Hasindu or pasindu 3 for India and 0 for Madharchod Bahanchod Srilanka.
1,@ZeeNews Bahanchod bol bhi kon raha hai\xf0\x9f\x98\x81\xf0\x9f\x98\x81
1,@CarryMinati Bahanchod ye bakri kaha see aaye
1,Ye sab to tum log hote ho be \xf0\x9f\x98\x81 bahanchod ka to confirm hai https://t.co/hiCarlKGF8
1,"@unknwnmee Hattttttttttttttttttt , har berozgaar ehi kehta hai bahanchod.."
1,@kumbhkar_app @jeblootli Bahanchod dhoke se war karne wale ko bada bahadur kahta hai sale bhadwe
0,@maheswaripranav @MdShaki18176319 @Silentn11108341 @Mdjugnu50171565 @Sawan0808 @Hasim_Mirza1 @VhpDinesh\xe1\x80\xa6 https://t.co/HGnoJs1SY6
1,@IndianhistoryRT @TarekFatah Is  bahanchod kutte ko aur kuch kaam hi nahi .
1,"Biggboss ki lugai utta lo bahanchod, chutiya"
1,@jameel_faruqui @laluprasadrjd Bahanchod
1,"@vyassandeep15 Followers nahi ab toh following kam hone lag gayi hai, bahanchod mujh gareeb ko block pel de rahe hai"
1,"@HERO____KiNG @bhojpuriyakiing Account hai bahanchod ya amit shah ki gaand ka tedha bal, roz hi suspend rehta hai"
1,Bahanchod no ibra \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad
1,@OfficeOfRG Pidi tu bata bahanchod 60 year tu kay keya\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81
1,Kya ghatiya mausam hai bahanchod.
1,Upar se aur ghatiya office wale log. Bahanchod.
1,"Batao bahanchod, kya gaand phaad logic hai https://t.co/m6NE8CORXG"
1,@karan_kadam113 @Official_Z_Khan Bahanchod tu ja ke dekhna Teri ammi ka halala ho rha h or wo tere Abbu mujse krwa rhe h
1,"RT @ChootBrush: Biggboss ki lugai utta lo bahanchod, chutiya"
0,@SagarBhai1985 @rakx80 @ShilpiSinghINC @IncAyushKumar @jeblootli @Janbaazk707 @TiwariRamveer @SufiGaur @OfficeOfRG\xe1\x80\xa6 https://t.co/eYOcBry1OW
1,@HardikPatel_ @yadavtejashwi Abe bahanchod chutiya hi kya tu... @HardikPatel_ BJP tera baap hi... Baap se.. Panga Mt le... Chutiya
1,@bigbasket_com Bahanchod
1,@manakgupta @narendramodi Tu bahanchod sudhrega ni wo court ME aapni job kr rha h n ki congrss ka
1,"RT @ChootBrush: @BinaKaheLunga nhi dikh raha, ab mandir kon banvayega bahanchod.. I'm angry"
1,@DublishDeval @whsitleblower @FakeIdiotic @AcharyaPramodk Betichod pahle wo chale to \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81
1,"@What_iz_twiter Toh aisa kar, @osho_mantra @underworldfish @bholeshwar7799 ka choos ke so ja betichod.. tu kisi cheez ke layak nhi"
1,@Babasherlock betichod \xf0\x9f\x98\x81
1,@IceColdToto Betichod her last name is Mukherjee or whatever.
1,@SimplyWazza @GlorifiedUnited Arre betichod kya chahiye
1,@kkc_lover Dek le betichod .. Abhi kya phna hu...\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95 https://t.co/4a80ZoxWXV
1,@SimplyWazza Chup betichod
0,@Bhagwa_pujari @akshay_aloona @KroorSingh @aloona_akash @raghujpr @Dillisehubc_ @raj_speak @_Ophelia______\xe1\x80\xa6 https://t.co/te5c8X01Ix
1,@i_ronyk @itspayal_11 @KINGo_fTHEWORLD tu chup betichod\xf0\x9f\x98\x81
1,RT @Voracious_ef: @creepy_thought @Ysoserious_1811 @lafda_nakko Ye le Betichod Ye tha https://t.co/VBFeJvzVM6
1,@KINGOFPOPPKS1 Kaalu betichod
1,RT @Oyeee_Sunn: @i_ronyk @itspayal_11 @KINGo_fTHEWORLD tu chup betichod\xf0\x9f\x98\x81
1,@bhojpuriyakiing chu maang raha hai ye naqli betichod.. bhai hoon tera is liye bata raha hoon https://t.co/hYzJcT1lER
0,@AmbedkarCaravan I hate all equally bcz their god better at licking manuvaadi racist boots-mean these invincible di\xe1\x80\xa6 https://t.co/ic1aqiCLqH
1,"@priya_hhh Betichod ki aulaad saali\nSasti raand meri, bas lund pr uchalti h tu mere \nOr tatte chaatne ke liye paida\xe1\x80\xa6 https://t.co/1aJbVPSeET"
1,@Fussy_Ca @RoflHaryanvi_ Tezab se naha ke betichod
1,@thisisraaja @TheRealPCB Rey Betichod behen ke laure teri maa ke chut mein soo rha hun
1,"Ek toh betichod inke adhmare sae status pae rply krke apna conern dikhao, upar se chutye ""it\'s a dare, upload this\xe1\x80\xa6 https://t.co/8rnuH1yy5W"
1,@ChootBrush Fuck off betichod \xf0\x9f\x98\x91
1,@LaughingBudhhu kam se kam aap logo ki taraha betichod ya mausi chod to nahi he
1,@asvpxrohxn Chal be betichod. I'll come.
1,@What_iz_twiter @osho_mantra Tabiyat theek hai teri betichod?
0,@thetanmay AIB 1- #BETICHOD
1,Betichod filmstar k collection hi matter krte h.. SRK aaj down kyu h..kyunki collections nhi aa rhe.. https://t.co/E1i7lHBudL
1,@xcuse_me_ap_bhi @BelikeHassan Ruko betichod abhi nhi fazool mai nahana parjaega
1,@Bramhan_sarkar @JaiPatidarSamaj @narendramodi Kyu be kahne lage kyy sale betichod
1,@Kamallochan1981 Betichod kejri ne kab loota?
1,"@Fussy_Ca nahi dikh raha hai, lund toh nhi kaat diya betichod ka karni sena waalo ne.."
1,@Akhiles05195439 @Mona_Up11 @113tiwarivishnu @narendramodi @BJP4Gujarat Tamiz tumare maa ke bhosde men rakh aye hai\xe1\x80\xa6 https://t.co/nSurPNEZqt
1,@CurryMerchant @Carrasvision Chup betichod
1,@CarryMinati Jo offend hote hain Woh Saab Betichod \xf0\x9f\xa4\xa3
1,RT @AaltuJalaltu: @d_dj_rocks @HarleyQ301 @GoDamnParticle KAUN MADARCHOD KI NAGI RAND KI AULAAD KE JHAAT KA PISSU KA BHENCHOD KA LODA HAI B\xe1\x80\xa6
1,RT @AaltuJalaltu: @AdityaVJ1997 @_Strange_Evil_ thanks betichod ki jhaat ke pissu ke lode
1,Nothing happening \nI just answered the Question of the twitter\nIts asking What's happening ?\nSo funny betichod
1,@SirGulati Haan betichod tu hi baith jaana Meri shaddi me dulhe ki jagha \xf0\x9f\x98\x85 hazam nahi hogi Bhai ki khushi
0,@lolpurush And while I was busy taking care of one holding him by his shorts so he shouldn't fall from gallery. The\xe1\x80\xa6 https://t.co/MtSujsHpWe
1,@malviyamit Ye saare congressi raand ki aaulade h betichod. Yahi log apni maa behen ka rape krte h
1,"@bhojpuriyakiing @DiNu_Tmgian @CHOOT Betichod, bhai bhai mein daraar dalne ki koshish karta hai, naxali"
1,Sab ke sab betichod katai civil engineer hore hamaari jaan ku.
1,@vicky_saurav @itssitu To konsa tere ghar ka khaa raha betichod\nJa gand mara
1,@priya_hhh Aahhhh chuss le ise meri ghasti betichod ki aulaad https://t.co/04e99UrhFP
1,"@Ravigrover11 I\'m not a Modi Bhakt. Your response marks you as one.\nAnd the ""chod"" you can stick where you enjoy it the least, betichod."
1,@Ali_M_Syed_CAMS Bahanchod kon sa duniya ka naala 300 km ka hi re...\n\nTum gutter k layak ho betichod.
1,@CarryMinati @CarryMinati sahi kaha betichod
1,@iloveesha betichod WA me when you are free
1,Aur bana li toh ye betichod gujarat IT cell chief.. https://t.co/jnG7fi1MhL
1,Kotla Chalo BEHENCHODDDD. Aag lagaaenge in lanka waalo me. Jhoothe betichod. Akhbaar me padhe honge pollution ka ab\xe1\x80\xa6 https://t.co/K9qFIVAjzO
1,@An_k_ur @i_ronyk Acha... congrats raunak. \n\n*Inside*\nBetichod raunak Kya Kar raha Hai be.... Danda sambhal apna chutiya
1,@BiggBossNewz Betichod teri to fav h shilpa..fir kyu jal rhi h teri
1,@mannkakhiladi betichod \xf0\x9f\x98\x81\xf0\x9f\x98\x81
1,@d_dj_rocks @HarleyQ301 @GoDamnParticle KAUN MADARCHOD KI NAGI RAND KI AULAAD KE JHAAT KA PISSU KA BHENCHOD KA LODA HAI BETICHOD
1,@AdityaVJ1997 haan toh betichod aisai zinda hoon kya
1,@Mr_ascetic @Atheist_Chinmay Betichod. \xf0\x9f\x98\xb6
1,@DihadiMazdur Kahan tha re mazdur itne dino se betichod
1,@Central_Railway Hahhaa! @Central_Railway Ka Toh *RESCHEDULED* Roz Ka Ho Gaya Hai. Train Chalane Ka Akal Toh Lavdo\xe1\x80\xa6 https://t.co/qIjZXXqgqE
1,@RealCarlito_31 Chup betichod
1,RT @AvijitDeyKkc: @kkc_lover Dek le betichod .. Abhi kya phna hu...\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95 https://t.co/4a80ZoxWXV
0,"Manohar Parrikar justifies Rafale costs: \xe1\x80\x98Aircraft smaller part, real cost in equipment\xe1\x80\x99 \xe1\x80\x93 The Indian Express\xe1\x80\xa6 https://t.co/s94fdcrRvq"
1,RT @Stalker799: @xcuse_me_ap_bhi mubarak ho betichod ek mahina hogya 8 baqi hai \xf0\x9f\x98\x81\xf0\x9f\x98\x81 https://t.co/ptHjwuLpHQ
1,"@PiratedDaanctar Uchaiyya chhute hue miyabhai, betichod 11 retweet\xf0\x9f\x98\x81\xf0\x9f\x98\x81waah"
1,"RT @itsalokj: Frnd: bhai paise dena, me baad me deta hu teko!\n\nMe: Chup betichod, har baar yahi bol ke pacha leta he paisa!"
1,@priya_hhh Chadhugaa hi raand meri betichod ki aulaad saali aahhh\nMast chut h chinaal teri https://t.co/BN7MWjkM11
1,@priya_hhh Tere chuche bahut kadak h meri ghastii betichod ki aulaad https://t.co/NYunn9I6lw
1,@Ojasism @nickhunterr Tu jaake khel le fir betichod ..Ghar bethe bethe gyaan baat rha hai
1,Lukaku betichod needs to do something fruitful next week.
1,@AdityaVJ1997 @_Strange_Evil_ thanks betichod ki jhaat ke pissu ke lode
1,@Iamomkarsankhe Betichod.. paper kharab gya to padhai kar.. ye kya engg. hi chhor dega.. @imsrk ka bhi to movie flo\xe1\x80\xa6 https://t.co/aWhaWhsfbW
1,"RT @ChootBrush: @What_iz_twiter Toh aisa kar, @osho_mantra @underworldfish @bholeshwar7799 ka choos ke so ja betichod.. tu kisi cheez ke la\xe1\x80\xa6"
1,"""if someone slaps you on your right cheek, hand him your left... Lekin agar dobara maare to pel daalo betichod ko"" - Mahatma Gandhi \xf0\x9f\x98\xaa"
1,RT @AaltuJalaltu: @Decemberweek Happy birthday betichod \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 https://t.co/jLo6rEhvMr
1,@Akki_817 @FlopAkshayKumar madarchod canadian @akshaykumar ke lawde fan highcourt has acquitted salman khan. Jaake\xe1\x80\xa6 https://t.co/eacVQQjY8y
1,\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 betichod \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 https://t.co/AerH1svLUE
1,RT @ChootBrush: Aur bana li toh ye betichod gujarat IT cell chief.. https://t.co/jnG7fi1MhL
1,@TheNihilistGuy Wo betichod bhi underground ho gaya\n@khaana_khaaya ye yaad kar raha tha tujhe\nMeeta de iski tharak
1,@Pushpam11901069 @OfficeOfRG @narendramodi @AmitShah Aur thori si English padhni aati ho Na bhosdike....to pic ka u\xe1\x80\xa6 https://t.co/Dg4D3YXpCh
1,@Decemberweek Happy birthday betichod \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 https://t.co/jLo6rEhvMr
1,@CNNnews18 Chutye chaiwala neech aadmi betichod
0,They are Not in Love ......\nBut after 11.00 at night They don't let anyone Disturb them ................\n#why ....\xe1\x80\xa6 https://t.co/NPnsZFsjWi
1,@Voracious_ef @a_castlebuilder G mara betichod
1,@thetanmay Naam change karke rakhkr ALL LIBERAL BETICHOD
1,"@Fussy_Ca Betichod , tere jaise logon ki patak patak ke gaand li hai maine wahan.. tu baccha hai abhi.."
1,"Wah betichod, kya kanni kaata hai https://t.co/iLUrvoizub"
1,"RT @ChootBrush: @Fussy_Ca nahi dikh raha hai, lund toh nhi kaat diya betichod ka karni sena waalo ne.."
0,Reposting @meme.pandit:\n\xf0\x9f\x98\x81\xf0\x9f\x98\x81 @meme.pandit \n#backchod #bakk #backchodi #memelife #memes #lol#lil #lel #simpsons\xe1\x80\xa6 https://t.co/DgZ8supaaQ
1,@TheFatBearr Lund hila ke good morning betichod
0,@AdityaVJ1997 @amileen_writes @m_self_obsessed @boing_humour @cafedrmzz @Jimit111B @HarleyQ301 @AaltuJalaltu\xe1\x80\xa6 https://t.co/Aa6IlqgAc4
0,DC fans after watching the trailer of Marvel's : Infinity War \xf0\x9f\x98\x81 #dc #marvel #dcvsmarvel #betichod https://t.co/wrM1pjV1OS
1,@akash_551 @akshaykumar Bhaag saale candian hamara PM usspe pehla haq hamara hai..tum sala betichod Canadian kutte\xe1\x80\xa6 https://t.co/m1kKyh1uLi
1,@priya_hhh Tu h hi meri asli rakhail\nBetichod ki aulaad h tuu saali\nBaap ka lund leti h abh meri raand
1,@BoyWith_NoJob @cafedrmzz Ara o bundi ru aale chutiye tu tne mere saale issa pitunga ghr k ne b pehchaan main naave\xe1\x80\xa6 https://t.co/eE6H1BtShk
1,@Pratthampant Betichod! That's a first \xf0\x9f\x98\x85
1,@xcuse_me_ap_bhi mubarak ho betichod ek mahina hogya 8 baqi hai \xf0\x9f\x98\x81\xf0\x9f\x98\x81 https://t.co/ptHjwuLpHQ
1,@creepy_thought @Ysoserious_1811 @lafda_nakko Ye le Betichod Ye tha https://t.co/VBFeJvzVM6
1,"@bhojpuriyakiing Kauwe mera ek follower kam kara diya betichod tune , kisssssssssyyyy"
0,@Aapmissho @horridwoIf @bubbss__ @DanishTanveer_ @Beyonshaa @PhupoKaBeta @IzmaSiddiqi @isktweets @suspendedahmed\xe1\x80\xa6 https://t.co/EeoLrryVDv
1,@ItsOnkarx Bolenge Bhaichod kyu nai likha \xf0\x9f\x98\x81
1,@RutikaKulkarni3 @Shashank_6969 Saali bhaichod
0,@BhaiChod Its been fixed with a patch. Everyone should update.
0,@BhaiChod @girlsatdhabas This tweet made my night. Ecstatic to read about your euphoria. \xf0\x9f\x91\x95
1,Bhaichod
1,@Beyonshaa ni ni phr maza kesay ayega yeah kia bhenchod bhaichod chutiapa ha \xf0\x9f\x98\x9f\xf0\x9f\x98\xb1
0,@ahawond @BhaiChod @AtifFarooq @salllimones @mmmosiki @pind_wave @TherealMudassir yay!
0,RT @Beyonshaa: @horridwoIf @Aapmissho @ShareeefAF @bubbss__ @DanishTanveer_ @PhupoKaBeta @IzmaSiddiqi @isktweets @suspendedahmed @ARashid13\xe1\x80\xa6
0,RT @ahawond: new 6LA8 track! https://t.co/z3g40Gnm6R @BhaiChod @AtifFarooq @salllimones @mmmosiki @pind_wave @spirare_music @TherealMudassir
0,@BhaiChod My apologies. Did not get the msg correctly. :)
1,motherfuckers     fatherfuckers\nbhainchod     bhaichod https://t.co/xPKuLbgzdB
0,@BhaiChod Lol aww! They're truly blessings!
0,@horridwoIf @Aapmissho @ShareeefAF @bubbss__ @DanishTanveer_ @PhupoKaBeta @IzmaSiddiqi @isktweets @suspendedahmed\xe1\x80\xa6 https://t.co/bo68dzEx35
0,new 6LA8 track! https://t.co/z3g40Gnm6R @BhaiChod @AtifFarooq @salllimones @mmmosiki @pind_wave @spirare_music @TherealMudassir
1,"@IndiaBTL Inki maa ke choot maadherchod, haramzaadio iss desh ke khaati is desh ko he gaali deti hai"
1,@Sejalbabe @hornyndesparate Sejal tu raand h ya rakhail sali ye bta pehle
0,@7__nfc \xd9\x8a\xd9\x84\xd8\xa7 \xd8\xb9\xd8\xb4\xd8\xa7\xd9\x86\xd9\x83 \xd8\xa8\xd8\xb3
0,"RT @goldenglobes: This year\xe1\x80\x99s #GoldenGlobes Best TV Actor Nominees: @Kyle_MacLachlan, @mcgregor_ewan, @batemanjason, @SterlingKBrown, @mrbo\xe1\x80\xa6"
0,@7__nfc \xd8\xa7\xd9\x84\xd9\x84\xd9\x87 \xd9\x8a\xd8\xb9\xd9\x8a\xd9\x86\xd9\x83
1,@Randwe_Ki_Raand Aaja mere lund me unchalna k liya \xf0\x9f\x98\x81\xf0\x9f\x98\x81 aag bhasam HO jayegi \xf0\x9f\x94\xa5
1,I' will fuck you like this. Bouncy bouncy @Randwe_Ki_Raand https://t.co/FaiM1Utdxu
1,@ElahiHiba Attention ki hawas hi hai yan lun ki bhi itni hi hawas hai? Tere jaisi raand apne sakhe bhai say bhi sex kar lei.
1,@ravina77777 @madhurima011 Han..sabse purani raand he madhu Twitter ki
0,@UnIuckyYs \xd8\xa3\xd9\x88\xd9\x81\xd9\x81\xd9\x81\xd8\xb1 \xd9\x88\xd8\xa7\xd9\x84\xd9\x84\xd9\x87  \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81
